#CANONICAL_CLASS_NAME "AUTHOR"
com.aelitis.azureus.core.dht.speed.impl.DHTSpeedTesterImpl "Paul Gardner"
com.aelitis.azureus.core.dht.transport.DHTTransport "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportContact "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportException "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportFactory "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportFindValueReply "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportFullStats "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportListener "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportProgressListener "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportQueryStoreReply "Paul Gardner"
com.aelitis.azureus.core.dht.transport.DHTTransportReplyHandler "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportReplyHandlerAdapter "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportRequestHandler "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportStats "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportStoreReply "Paul Gardner"
com.aelitis.azureus.core.dht.transport.DHTTransportTransferHandler "parg"
com.aelitis.azureus.core.dht.transport.DHTTransportValue "parg"
com.aelitis.azureus.core.dht.transport.loopback.DHTTransportLoopbackContactImpl "parg"
com.aelitis.azureus.core.dht.transport.loopback.DHTTransportLoopbackImpl "parg"
com.aelitis.azureus.core.dht.transport.loopback.DHTTransportLoopbackStatsImpl "parg"
com.aelitis.azureus.core.dht.transport.udp.DHTTransportUDP "parg"
com.aelitis.azureus.core.dht.transport.udp.DHTTransportUDPContact "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTTransportUDPContactImpl "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTTransportUDPImpl "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTTransportUDPStatsImpl "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacket "Paul Gardner"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketData "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketHelper "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketReply "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketReplyError "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketReplyFindNode "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketReplyFindValue "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketReplyKeyBlock "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketReplyPing "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketReplyQueryStorage "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketReplyStats "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketReplyStore "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketRequest "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketRequestFindNode "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketRequestFindValue "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketRequestKeyBlock "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketRequestPing "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketRequestQueryStorage "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketRequestStats "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPPacketRequestStore "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.DHTUDPUtils "parg"
com.aelitis.azureus.core.dht.transport.udp.impl.packethandler.DHTUDPPacketHandler "Paul Gardner"
com.aelitis.azureus.core.dht.transport.udp.impl.packethandler.DHTUDPPacketHandlerException "Paul Gardner"
com.aelitis.azureus.core.dht.transport.udp.impl.packethandler.DHTUDPPacketHandlerFactory "Paul Gardner"
com.aelitis.azureus.core.dht.transport.udp.impl.packethandler.DHTUDPPacketHandlerStats "Paul Gardner"
com.aelitis.azureus.core.dht.transport.udp.impl.packethandler.DHTUDPPacketNetworkHandler "Paul Gardner"
com.aelitis.azureus.core.dht.transport.udp.impl.packethandler.DHTUDPPacketReceiver "Paul Gardner"
com.aelitis.azureus.core.dht.transport.udp.impl.packethandler.DHTUDPRequestHandler "Paul Gardner"
com.aelitis.azureus.core.dht.transport.util.DHTTransportRequestCounter "parg"
com.aelitis.azureus.core.dht.transport.util.DHTTransportStatsImpl "parg"
com.aelitis.azureus.core.diskmanager.access.DiskAccessController "Paul Gardner"
com.aelitis.azureus.core.diskmanager.access.DiskAccessControllerFactory "Paul Gardner"
com.aelitis.azureus.core.diskmanager.access.DiskAccessControllerStats "Paul Gardner"
com.aelitis.azureus.core.diskmanager.access.DiskAccessRequest "Paul Gardner"
com.aelitis.azureus.core.diskmanager.access.DiskAccessRequestListener "Paul Gardner"
com.aelitis.azureus.core.diskmanager.access.impl.DiskAccessControllerImpl "Paul Gardner"
com.aelitis.azureus.core.diskmanager.access.impl.DiskAccessControllerInstance "Paul Gardner"
com.aelitis.azureus.core.diskmanager.access.impl.DiskAccessRequestImpl "Paul Gardner"
com.aelitis.azureus.core.diskmanager.cache.CacheFile "parg"
com.aelitis.azureus.core.diskmanager.cache.CacheFileManager "parg"
com.aelitis.azureus.core.diskmanager.cache.CacheFileManagerException "parg"
com.aelitis.azureus.core.diskmanager.cache.CacheFileManagerFactory "parg"
com.aelitis.azureus.core.diskmanager.cache.CacheFileManagerStats "parg"
com.aelitis.azureus.core.diskmanager.cache.CacheFileOwner "parg"
com.aelitis.azureus.core.diskmanager.cache.impl.CacheEntry "parg"
com.aelitis.azureus.core.diskmanager.cache.impl.CacheFileManagerImpl "parg"
com.aelitis.azureus.core.diskmanager.cache.impl.CacheFileManagerStatsImpl "parg"
com.aelitis.azureus.core.diskmanager.cache.impl.CacheFileWithCache "parg"
com.aelitis.azureus.core.diskmanager.cache.impl.CacheFileWithoutCache "parg"
com.aelitis.azureus.core.diskmanager.cache.impl.CacheFileWithoutCacheMT "Paul Gardner"
com.aelitis.azureus.core.diskmanager.file.FMFile "parg"
com.aelitis.azureus.core.diskmanager.file.FMFileManager "parg"
com.aelitis.azureus.core.diskmanager.file.FMFileManagerException "parg"
com.aelitis.azureus.core.diskmanager.file.FMFileManagerFactory "parg"
com.aelitis.azureus.core.diskmanager.file.FMFileOwner "parg"
com.aelitis.azureus.core.diskmanager.file.impl.FMFileAccess "Paul Gardner"
com.aelitis.azureus.core.diskmanager.file.impl.FMFileAccessCompact "Paul Gardner"
com.aelitis.azureus.core.diskmanager.file.impl.FMFileAccessController "Paul Gardner"
com.aelitis.azureus.core.diskmanager.file.impl.FMFileAccessLinear "Paul Gardner"
com.aelitis.azureus.core.diskmanager.file.impl.FMFileAccessPieceReorderer "Paul Gardner"
com.aelitis.azureus.core.diskmanager.file.impl.FMFileImpl "parg"
com.aelitis.azureus.core.diskmanager.file.impl.FMFileLimited "parg"
com.aelitis.azureus.core.diskmanager.file.impl.FMFileManagerImpl "parg"
com.aelitis.azureus.core.diskmanager.file.impl.FMFileTestImpl "parg"
com.aelitis.azureus.core.diskmanager.file.impl.FMFileUnlimited "parg"
com.aelitis.azureus.core.diskmanager.MemoryMappedFile "Alon Rohter"
com.aelitis.azureus.core.diskmanager.test.MemoryMappedFileTester "MjrTom"
com.aelitis.azureus.core.download.DiskManagerFileInfoDelegate "Paul Gardner"
com.aelitis.azureus.core.download.DiskManagerFileInfoFile "Paul Gardner"
com.aelitis.azureus.core.download.DiskManagerFileInfoStream "Paul Gardner"
com.aelitis.azureus.core.download.DiskManagerFileInfoURL "Paul Gardner"
com.aelitis.azureus.core.download.DownloadManagerEnhancer "Paul Gardner"
com.aelitis.azureus.core.download.EnhancedDownloadManager "Paul Gardner"
com.aelitis.azureus.core.download.EnhancedDownloadManagerFile "Paul Gardner"
com.aelitis.azureus.core.download.StreamManager "Paul Gardner"
com.aelitis.azureus.core.download.StreamManagerDownload "Paul Gardner"
com.aelitis.azureus.core.download.StreamManagerDownloadListener "Paul Gardner"
com.aelitis.azureus.core.drivedetector.DriveDetectedInfo "TuxPaper"
com.aelitis.azureus.core.drivedetector.DriveDetectedListener "TuxPaper"
com.aelitis.azureus.core.drivedetector.DriveDetector "TuxPaper"
com.aelitis.azureus.core.drivedetector.DriveDetectorFactory "TuxPaper"
com.aelitis.azureus.core.drivedetector.impl.DriveDetectedInfoImpl "TuxPaper"
com.aelitis.azureus.core.drivedetector.impl.DriveDetectorImpl "TuxPaper"
com.aelitis.azureus.core.helpers.TorrentFolderWatcher "Alon Rohter"
com.aelitis.azureus.core.impl.AzureusCoreImpl "parg"
com.aelitis.azureus.core.impl.AzureusCoreSingleInstanceClient "Parg"
com.aelitis.azureus.core.instancemanager.AZInstance "Paul Gardner"
com.aelitis.azureus.core.instancemanager.AZInstanceManager "Paul Gardner"
com.aelitis.azureus.core.instancemanager.AZInstanceManagerAdapter "Paul Gardner"
com.aelitis.azureus.core.instancemanager.AZInstanceManagerFactory "Paul Gardner"
com.aelitis.azureus.core.instancemanager.AZInstanceManagerListener "Paul Gardner"
com.aelitis.azureus.core.instancemanager.AZInstanceTracked "Paul Gardner"
com.aelitis.azureus.core.instancemanager.impl.AZInstanceImpl "Paul Gardner"
com.aelitis.azureus.core.instancemanager.impl.AZInstanceManagerImpl "Paul Gardner"
com.aelitis.azureus.core.instancemanager.impl.AZMyInstanceImpl "Paul Gardner"
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImpl "Paul Gardner"
com.aelitis.azureus.core.instancemanager.impl.AZPortClashHandler "Paul Gardner"
com.aelitis.azureus.core.lws.LightWeightSeed "Paul Gardner"
com.aelitis.azureus.core.lws.LightWeightSeedAdapter "Paul Gardner"
com.aelitis.azureus.core.lws.LightWeightSeedManager "Paul Gardner"
com.aelitis.azureus.core.lws.LWSDiskManager "Paul Gardner"
com.aelitis.azureus.core.lws.LWSDiskManagerState "Paul Gardner"
com.aelitis.azureus.core.lws.LWSDownload "Paul Gardner"
com.aelitis.azureus.core.lws.LWSPeerManagerAdapter "Paul Gardner"
com.aelitis.azureus.core.lws.LWSTorrent "Paul Gardner"
com.aelitis.azureus.core.messenger.browser.BrowserMessage "dharkness"
com.aelitis.azureus.core.messenger.browser.BrowserMessageDispatcher "TuxPaper"
com.aelitis.azureus.core.messenger.browser.listeners.AbstractBrowserMessageListener "dharkness"
com.aelitis.azureus.core.messenger.browser.listeners.BrowserMessageListener "dharkness"
com.aelitis.azureus.core.messenger.browser.listeners.MessageCompletionListener "TuxPaper"
com.aelitis.azureus.core.messenger.ClientMessageContext "TuxPaper"
com.aelitis.azureus.core.messenger.ClientMessageContextImpl "TuxPaper"
com.aelitis.azureus.core.messenger.config.PlatformConfigMessenger "TuxPaper"
com.aelitis.azureus.core.messenger.config.PlatformDevicesMessenger "TuxPaper"
com.aelitis.azureus.core.messenger.config.PlatformMessengerConfig "Paul Gardner"
com.aelitis.azureus.core.messenger.config.PlatformMetaDataMessenger "Olivier Chalouhi"
com.aelitis.azureus.core.messenger.config.PlatformMetaSearchMessenger "Paul Gardner"
com.aelitis.azureus.core.messenger.config.PlatformSubscriptionsMessenger "Paul Gardner"
com.aelitis.azureus.core.messenger.config.PlatformTorrentMessenger "TuxPaper"
com.aelitis.azureus.core.messenger.config.PlatformVuzeActivitiesMessenger "TuxPaper"
com.aelitis.azureus.core.messenger.PlatformMessage "TuxPaper"
com.aelitis.azureus.core.messenger.PlatformMessenger "TuxPaper"
com.aelitis.azureus.core.messenger.PlatformMessengerException "Paul Gardner"
com.aelitis.azureus.core.messenger.PlatformMessengerListener "TuxPaper"
com.aelitis.azureus.core.metasearch.CookieParameter "Paul Gardner"
